author,authorIsChannelOwner,comment
2.patung polisi,FALSE,lebay ah silop
"3.jendreal polisi hoegoeng""",757,Cerdas
@amrulabdulfajri2062,FALSE,"Yakin bgt w tuh bukan orang Jakarta,"
@anisacintasapi5709,757,"Fokus cari Harun masiku,"
@bagusirawan6829,FALSE,Top warga _62 memang kreatif
@fortunacleaner6668,FALSE,Orang indonesia... disuruh tertib aja gak mau....
@eggyagustino6804,FALSE,Jakarta rasa Bangladesh 👍 mantap bung
@eggyagustino6804,FALSE,Orang indo banyak akal Wak wak
@sasukeuchiha-id2xw,sempurnakan dulu baru dipakai .,"Kalo ketangkep,nangis"
ini pelanggar lalu lintas .jangan di campur aduk ....,757,Udah kaya teroriss smpe2 kedukcapil2 buat nyari data ..masih bnyak pelanggaran berat tp ga smpe kaya gni d telusuri nya.
inti poin semua yg salah harus di tindak .dari korupsi ampe kasus di atas,FALSE,"Stelah itu ratusan yg niru, polantas diturunin smua. Akhirnya ga jadi elektronik lagi wkwkwk"
"jangan se olah anti korupsi tp pro pelanggar lalu lintas .bagaimana negara mau maju kalau hal2 di campur aduk dan di sepelekan""",FALSE,"menurut saya mereka harus di beri jempol, tanpa mereka maka kekurangan dari tilang elektronik tidak tingkatkan"
@sasukeuchiha-id2xw,FALSE,Ada data kedetek itu om.
@alfutiilham6012,FALSE,FALSE
@pecintadumay726,757,Kak.. terus klo gitu jadinya kena gak ya? Soalnya aku juga pas cek tampilannya sama kyk gitu
@sasukeuchiha-id2xw,FALSE,Udah ke detek blum data nya
@momosayang,FALSE,Biar gak ada pungli mungkin
@Andwave,FALSE,Semoga anak2 dbawah umur yg naik motor kena tilang jg yaa😂😂🤠
@cahbaguz93,FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM
@resturidoillahi8130,FALSE,Semoga pengguna jalan lancar
@anandasyarief2940,FALSE,Kenapa harus di cari kesalahan nya orang yang ngga tau susah jadi Indonesia kalo polisi nya cari2 kesalahan orang2
@dianhermanto4372,FALSE,Pengawasan untuk rkyat jelata semakin d perketat.ini Indonesia apa korut ya
@reezaldybarlian1957,FALSE,"Kalau yang kena tilang orang lain yang tidak bersalah wah bisa ribut ini , karena orang indonsia itu banyak yang pokil yaitu maksud saya jahil......  pastilah awal awal banyak yang lucu lucu dan jengkelin...... harus ada tim pengawas pada orang jahil......."
"udah paham belom om? kalau belom abis baca ini baca UUD pasal 20 sampe abis ya om:)""",FALSE,Wereng coklat...
@reezaldybarlian1957,757,ada juga yg pake helm tp ga bawa sim 🤭
@anandasyarief2940,TRUE,Ujung ujung nya uang ...
fungsi dpr kan hanya pengawasan,FALSE,"Yg perlu kita ingat,dng kemajuan dn canggihnya tehnologi hasil foto apapun bisa  diedit dng perangkat komputer yg semakin canggih juga....!!!"
"coba lebih rinci kedalam lagi... jangan berdasar buku doang wkwkwk...""",FALSE,Hasilnya untuk bayar utang negara
@anandasyarief2940,FALSE,Saya kira lebih baik ehh...kok malah ruwet gini....
"selebihnya DPR mengawasi baik itu pemerintahan jokowi dan kebijakan yang di nilai kurang tpat... Presiden diawasi DPR.. lalu yang mengawasi DPR siapa?? rakyat? rakyat bisa apa??""",FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM
@anandasyarief2940,FALSE,Tidak membawa SIM pengendara kena tilang elektronik😁😁😂
"selebihnya DPR mengawasi baik itu pemerintahan jokowi dan kebijakan yang di nilai kurang tpat... Presiden diawasi DPR.. lalu yang mengawasi DPR siapa?? rakyat? rakyat bisa apa??""",FALSE,"Klo yg pake helm warna hitam kena tilang,smuanya akan kena tilang krna hampir kbnykn helm bberwarna hitam"
@reezaldybarlian1957,FALSE,JUDULNYA APA ISINYA APA INILAH NAMANYA WARTAWAN BODREX
simplenya gini om,FALSE,Semoga rakyat Indonesia raya bekrja semua dan menjadi kaya kaya ...supaya ada sisa bayar denda buat negara?!!
@anandasyarief2940,"demi rasa keadilan iki pak pol 😁😁😁😁""","G jelas, duittt mulu. Urusin begal tuh, masih banyak. Jgn tilang mulu."
"lalu presiden berhak mengeluarkan perpu(peraturan pengganti undang"""")",FALSE,Kemaren sendal jepit😌 sekarang hlem warna hitam trus kdpannya apa ya🤔
lantas yang menjalankan UU masak iya DPR??  yang menjalankan adalah pemerintahaan/kabinet. aduh tolong dibacalagi dek UUDnya yang lengkap,FALSE,Enak bangt yaa duduk manis cari keselaahan pengedara...dan tapi kenapa fokus ke roda 2 aja ..apa ini yang di nama kan hukum tajam ke bawah.tumpul ke atas???
@anandasyarief2940,FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM
@reezaldybarlian1957,FALSE,"Pak kapolri, kenapa setiap individu pegawai polisi tidak diberikan body camera seperti di luar negeri?"
"intinya oom bener semua deh 100% omongan nya bener legitimate TIDAK ADA SALAH top markotop dahh""",757,FALSE
@astuastungkare628,FALSE,lueh
Nyamuk lewat aja di gapLOK !,FALSE,"Coba cek lagi, kalo tidak di temukan berrti aman, tidak usah di bayar"
Cb klo yg lewat Harimau..,FALSE,Masih untung bang dpt info w beli motor di shorum kena blokir dri shorum GK ngabarin apa2 jdi kaya bocah dongo ini gmn benerin ya wkwkwk
jgn kan ngapLOK..,FALSE,Kl ga dikasih efek jera. Trus didiemin. Bisa ribuan org yg bakal ngelakuin. Otak lu bocor ya?? Bego amat lu jd org
Ngliat sorot matanya aja,FALSE,Nggk
Ciuuuuutttt....!,FALSE,Ntar banyak anggota nya yg ketilang 😃😃😃
"Wkwkwkkwk""",FALSE, @faiqinaqina7302  😂nnti ketauan repot
@kolakpisang3265,FALSE, @teknisibuiltup2482  iya bener 👍💯😃😃😃😃
@rizollatv2807,FALSE, @faiqinaqina7302  😜
@Nuareka,FALSE,"Kl di terapin ky di luar negeri,yg ada malah kasian anggotanya."
di kasih deh nih,FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM
Perlemen :,FALSE,malah habiskan anggaran negara
https://www.indonesia.go.id/profil/parlemen,FALSE,Cita2ku jadi poilisi...cepat kembali modal🤣🤣🤣🤣🤣🤣🤣
Nah di kasih lah bonus nih ya:,FALSE,Kalau cuma hal seperti itu tukang becak pun mampu
Legislatif yang bertugas membuat undang undang. Lembaga legislatif meliputi Dewan Perwakilan Rakyat (DPR),FALSE,Semakin canggih saja
Eksekutif yang bertugas menerapkan atau melaksanakan undang-undang. Lembaga eksekutif meliputi presiden dan wakil presiden beserta menteri-menteri yang membantunya.,FALSE,"Pak monitor juga jalan masyarakat yg pada berlobang & deteksi juga keberadaan harun masiku,,, jgn nyari 2 kesalahan masyarakat aja demi pemasukan negara yg ujung ujungnya di korupsi"
Yudikatif yang bertugas mempertahankan pelaksanaan undang-undang. Lembaga yudikatif terdiri atas Mahkamah Agung(MA),FALSE,"Makin banyak pelanggaran pendapatan semakin besar. Coba kalau tidak ada pelanggaran, pemasukan tidak ada alias sepi. Pilih mana?"
@trijayadiesel6881,FALSE,paling mudah mencari kesalahan manusia di saat itulah paling susah untuk bisa di maafkan manusia... dan semua akan mendapatkan hukum sosial dan hukum alam... semua akan di kucilkan pada waktunya....
@endix2747,FALSE,pencarian pokemon dimulai
@sahrularul6647,FALSE,makin kaya aja nih🤪🤪🤪😁😁😁
@sahrularul6647,FALSE,Basmi juga itu para pengendara knalpot brong tidak pake plat nomer belakang dan spiond bar end.. tahun2000an spion kecil dilarang sekarang marak lagi tapi sperti ada pembiaran
"penjelasannya udh enak.. tapi gak perlu bawa bawa binatang""",FALSE,Yg macet jln raya juga mesti di perhatikan pak.. macet terkadang gak ada petugas satlantasnya.. giliran rajia ramai petugasnya
@nobtv7153,FALSE,Aneh aneh saja polisi di INDONESIA. Gk abis pikir.ad pake helm hitam d tilang..
"KPK itu punya urusan sma koruptor""",FALSE,Lumayan nambah pendapatan....negara
@wanditorres5763,FALSE,Semakin tidak masuk akal
@HardyAr,FALSE,Mohon maaf Kalau menurut saya Yang aman para curanmor dan begal motor dijalan2 sepi polantas
@nusantara12345,FALSE,Hahah sak karepmu pak .
@Dragon-ee2rm,FALSE,"Kenapa rakyat kecil yg diuber uber dicari cari kesalahannya pak,tangkap  aja koruptor kelas kakap lebih berfaedah bermanfaat"
Mulai dr sendal jepit cm himbauan. Tp pasti malah nyalahin yg lain.  Cm sebagai sarat untuk asal ngeberintiin kayaknya 😅.,TRUE,Mantaaaap...... Mari masarakat Indonesia belajar disiplin. Sebenarnya sudah terlambat Negara lain sudah dari 10 th yg lalu Indonesia baru saja di Terapkan . Mudah mudahan SDM rakyat Indonesia makin berkembang
Semoga kedepannya gk malah makin menbaik dan gk ada lg sogok menyogok,"coba cek berulang""","Untuk jatim aja tiap bln bisa mencapai triliunan rupiah, klw jalan dimana mana banyak yg rusak tetap dibiarkan, dg pendapatan yg begitu besar, maka rakyat mesti mikiiir, karna wakil anda di dewan pasti tidak mikir. Uang denda dg jumlah besar itu dibayar dg keterpaksaan, klw toh dibuat nggaji pegawai apakah itu halal. Jg menari diatas penderitaan apa lagi dg orang yg susah."
@Sultonqiu,FALSE,Harus alat y untuk melacak mtr mobil yg plat palsu  itu baru 👍👍
@yngwiemalmsteen6135,TRUE,"Kemarin di bojonegoro... Di tempat pertanian/ sawah kena tilang kek gini... Dah lah.. gak waras lama""😂.. orang ke sawah bawa rumput.. di suruh lengkap pakai spion helm sim.. 😂🤣"
"BONUS BESAR NIH..""",FALSE,Terimakasih . Akhirnya ada cara menghindari tilang elektronik 😂
@jokosujoko7620,FALSE,"Saya salut sama pelanggarnya, bener2 kreatif😁😁😁"
@casmuricenel6964,757,Pada akhirnya Ada yg akan mengaku khilaf minta maaflah....
@harihadi8925,FALSE,Indo paling pintar bikin aturan tapi nol besar penegakan hukum
Tinggal 1 yng kurang .....kenapa hanya pengendara roda 2 saja yg difokuskan .....harusnx untuk roda 4 gmn ...? Kayak main hp saat mengendara,FALSE,yg korupsi miliaran triliunan kok gal di kejar2 pak🤣lucunya negri ini🖕😩
@m.iqbalsaputra709,FALSE,"Pengendara motor : CCTV mahalmu belom tembus pandang Ferguso,jdi pake tangan dulu ku tutupinya,Easy Life tarerap rerap tet tet tet"
@marnoadmosuwito3944,FALSE,"Uji nyali, Ngetest tilang elektronik dicari apa ga sm pak pol ..."
@ahluuu6001,FALSE,besok paling juga ad yang tiru dan wjah  pake perlengkapan ninja😂
@miftachululumulum6802,FALSE,"Kl d surabaya orangnya udah ketangket,hehe"
@titiknurulqomariah4376,FALSE,cari tuh harun masiku jangan pengendara motor kasian dia udh lolos tilang malah dicari 🤣
@metait4520,FALSE,"Mantap, kereen Pak Polisi ......... mohon masyarakat dapat mematuhi peraturan lalu lintas."
@meekunyt,FALSE,Seharusnya tetep ada yang petugas yang berjaga.lha kalo ga berjaga terus tuh bapak polisi pada ngapain iya di kantor.
@muspikamrulloh9436,FALSE,Emang rakyat kontolll asu asu...ngk tau aturan anjing.....penjarakan saja
@rizalarmanda6014,757,"Bukan solusi, masih perlu di sempurnakan lagi pak polisi  macet mungkin yg utama perlu di bereskan terlebih dahulu pak... Aturan seperti itu mungkin pas di terapkan..."
@kurniawanicha206,FALSE,kelakuan  warga+62
@nuraeni-yo4yk,FALSE,"Kena pasal berlapis,menerobos n menutupi plat nomer(melanggar n mengelabui)"
@mujakiahmad569,FALSE,Klo mau pasti dapat
@edikuswantoro1460,FALSE,susah bgt pesepeda motor.... bilang aja Pengendara Motor
@kristinnegarasaputry5112,FALSE,Org nya pasti ada disini 😅
@HardyAr,FALSE,Negara bar bar.....aku suka😅😅😅 menghibur masyarakat indonesia.....pengendara kayak yg kyk gini😅😅😅😅
@desisetyowatialviani9734,FALSE,Aman bang.
@aliwefa2340,757,https://www.youtube.com/watch?v=5wWB9VhgXII
@KAPTEN_ZERO,FALSE,"Gak bg, saya mau bayar pajak gak bisa karna ada etle yg blm d bayar, tp pas saya cek online data tidak d temukan berarti web nya blm update data"
@elfinajh8470,"sesuai pancasila di sila ke 5.""","Gini aja di permasalahin,koruptor tuh urusin."
@takedayosiro4097,FALSE,Untung aerox gua warna item dove wkwkw
@midhyonadio3264,TRUE,ini bentuk pelecehan pak
@agunghadiningrat9019,FALSE,Lucu..mrka pd ktawa
@Amd-All-Content,FALSE,Udah pa kasih .an.kasus receh aja d ribut inn ....alat anda kurang canggih .....
@akudewe9200,FALSE,Kreatif
@nocturnal5602,FALSE,Klu tdk di cari bs buat contoh yg lain p.
@Ronggowarsito-c1s,FALSE,"Mending menyerahkan diri aja bro... CCTV di jakarta buanyak, lu nutupi di satu lampu merah di tempat lain motorlu kerekam"
@mohamaddwisaputra1611,FALSE,"Sampai segitunya dikejar dan dicari,,haaahahah,,lucu juga"
@reizalgaming6227,FALSE,orangnya pasti panas dingin🤣🤣
@turnimujiono1251,FALSE,Tai. Kok koruptor gak viral
@sartikaevi2228,757,Diluar negeri peraturan sehingga masyarakat’y lebih tertib dan mengikuti peraturan yang ada...
@zorrikcorp.2555,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc
@ID.Satyagraha,FALSE,Paling klo ketemu minta maaf ..urusan selesai
@kuncorohari2581,FALSE,Ditutup didepan...eeeh ternyata yg belakang ketahuan 🤣🤣🤣🤣🤣
@philiperma8177,FALSE,Jaman sekarang emang bisa ngadalin polisi?
@djokopengelana513,FALSE,"polisi dikasih kerjaan, yg nganggur ajakin lah,"
@hotim3hotim816,FALSE,"Love you Bapak Polisi sejati NKRI KITA, CCTV HARUS active, Tangkap pelaku PENGHIANAT pelanggar lalu lintas, Pak, memang Sudah MENENTANG para APARAT petugas lalu lintas ITu."
@HardyAr,FALSE,Polisi gampang nyari tuh orang. Tinggal liay dari cctv yg lain dengan ciri2 motor tersebut
@trendywijaya913,FALSE,Itu rosi yg di boceng
@rachmadrivaldimaulana9796,FALSE,CONTOH YANG.... 😅
@torogenghis1609,FALSE,Kamu pikir SDM.rskyat Indonesia kerdil bro.salah besar.cuma keadaan yang gak adil yg  buat pemikiran kita jadi ngawur
@WawanCintaHitam,FALSE,Mantaap...mantap apanya.sok pinter kau...
@BayuSantoso1305,FALSE,Cari kerja susah mikir SDM...udah maju sangat pemikiran lu ...
@ahmadsaugi5397,FALSE,Mungkin blm di input bang. Tunggu saja
@vlogcinematic8824,FALSE,Item dove? Ga sekalian clear/lifeboy wkwkk
@nightknight5885,FALSE,Kalau pake helem hitam kena tilang..
Kebanyakan Kreatif memang kalo hal2 melanggar hukum...,FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM
Anehnya,FALSE,pak polisinya pakai sabuk pengaman nggak yah tadi
@apaadanya2080,FALSE,Itulah kenapa di kota lain banyak pendatang dari luar kota. Itu karena kota kelahirannya sendiri tidak membuat nyaman penghuninya. Lah gmn gak dibuat nyaman tiap hari ada saja aparat menyulitkan rakyat. Otomatis rakyat jadi pendatang di kota lain demi menghindari aturan di kotanya yang merugikan warga nya sendiri.
@daniarsyahari7,FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM
@wahyuprihadoz9656,FALSE,"Goleki begal, maling, jambret iso po ora kui?"
@ryaniswahyudi4911,FALSE,Ciptakan alat deteksi begal pak polisi itu baru hebat.
@ayokitabaik4259,FALSE,"Biasanya Jika Alat baru seperti ini, Polisi yg Hatinya busuk akan Memanfaatkanya, Masak tidak tau kelakuan Pejabat Indonesia, Mulai dari tingkat desa hingga Satu kelas dibawah PRESIDEN DAN WAPRES Tidak ada baiknya Kecuali Sedikit, Alangkah baiknya jika Alat tersebut untuk Deteksi Kejahatan, Coba Bayangkan Petani yg mau ke sawah atau ke Kebun dg tidak beralas kaki dan pakai Topi bisa kena Tilang, Ini Indonesia Negara Antah berantah bukan Negara Maju seperti Amerika, Eropa atau Jepang, dimana Masyarakatnya masih berpenghasilan Rendah dan Juga SDMNya, Namun Jika berurusan dg POLISI sama dg RUMAH SAKIT, Siapapun diri Anda Apakah Miskin atau tidak, Duwit Wajib keluar walau harus menjual Semua yg Anda punya, Kata Pejabat : Emang Gue Pikirin, Kita Doakan sj Pejabat yg Hatinya Busuk supaya ditimpa segala macam musibah hidup, mulai dari Anak Istri/ suami sebagai Konsekwensi Makan Uang Haram, Namun bagi Pejabat Jujur Semoga diberi Umur Panjang sehat wal Afiyat berkah Umurnya berkah keluarga dan Anak keturunanya Aamiin, Mari kita Galakan Doa bersama untuk Pejabat busuk, karena Hukum tak mampu menyentuh Mereka, Namun mereka tidak akan bisa Lari dari Doa2 Orang yg Teraniaya, Cepat atau lambat Mereka pasti Nyungsep."
@ayokitabaik4259,FALSE,buat bayar utang..
@ariflatif6,FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM
Itu aja sih saran nya.,FALSE,"Tolong ciptakan alat pendeteksi koruptor ya, jangann cuma pengendara motor yang cuma mau ke sawah atau ke pabrik atau kuli bangunan atau pedagang asongan yang demi sesuap nasi kadang lupa pakai hlm kejepret tilang dan akhirnya uang yang harusnya buat beli beras malah keperas tilang"
Negara kismin kehabisan duit,FALSE,Tinggal ngopi dah dapet kesalahan.
@kangbakso2577,FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM
@edayjava0713,FALSE,"Polisi hanya sibuk mencari duit dari razia kendaraan, tidak melindungi dr kriminal, ataupun apapun"
@aristr9618,FALSE,Cari terus kesalahan masyarakat sekecil appun...
@handafp3127,FALSE,"Hanya mencari kekotoran orang lain tanpa melihat(membersihkan)ke kotoran mereka sendiri,begitulah rata"" kelakuan penegak hukum ni negri tercinta ini,kapan lagi negri ini mau maju kalau kalian tidak mbersihkan diri lebih dulu? Tolonglah kalian ikuti cara pak Jokowi itu dalam memajukan negri ini,janganlah kalian terlalu rakus kepada harta dunia ini."
"Nah rakyatnya aja ngelakuin kesalahan malah cengar cengir dengan bangga nya 🤣😂""",FALSE,Kalau hlem hitam di tilang trs harus pakai hlem warna apa...
@kontentrolol7574,FALSE,"tolong ciptakan begal elektronik ya agar masyarakat lebih nyaman , jangan hanya menciptakan alat untuk menakut nakuti kaum miskin saja.."
@imantantowi7328,FALSE,Buronan koruptor sudah ketemu belum ya?😂😂
@hartonotono1763,FALSE,"18 April 2024 kena juga disini, depan Ciputra world. Jdwl sidang hari ini 17 mei 2024, bayar lewat toped kena sama 61.000... hihihi. Saran, brgkali ada yg kena tilang etle cctv jgn buru2 bayar pake briva Krn nominal lumayan 500rb (kecuali ada dana lebih😂 Krn ini sifatnya uang titipan). Mending tggu aja sampe jdwl sidang nanti keluar nominal putusan, tinggal bayar aja lwt toped/kantor pos/ATM/Bukalapak dll. Ga perlu dtg ikut sidang kan ga ada barbuk yg ditahan."
@noxwiwiwiwikrnganyar6777,FALSE,Sim ditahan. Gimana dong
@ahmadgonzalez7894,FALSE,Cara buka blokiran ya gimana
@gaban4553,FALSE,Kalau sudah kita bayar online langsung ke pengadilan.membuka blokiran gimana
@dimasakira5521,FALSE,Kalau gamai kena etilang makanya jangan ngelanggar
@dhial1236,FALSE,Jadi bayar nya abis berapa mas? 500 atau 61rb ??
@KMLADV,FALSE,Kalo belum dapet surat dari kantor pos gimana pak?
@budiprasetyo9291,FALSE,Sya ke kejaksaan gk ada bang
@platr870,TRUE,Saya baru sadar tu begtu liat website nya 6x pelanggaran
@hartoyocemoott4988,358,https://www.youtube.com/watch?v=XhHkCJeORaA
@sutandyodwijalaksmana6600,FALSE,Info bang klo sidang it di mana yah saya Jakarta Barat
@darknesstream1562,FALSE,Bang kalo ga dpt pesan kayak gitu gimana bang dan biasanya berapa hari dari hari konfirmasi
@tegaragungsubagyo6170,FALSE,"abis bayar etle setelah sidang,stnknya auto kebuka kan keblokirnya?"
@rachmatramadhan7564,FALSE,Kita cek di etle ada. Tp ga ada jadwal sidang. Pa mesti di konfirmasi dl ya
@MuhamadPrayogi-f2u,FALSE,Itu kalo udh bayar briva.ke kejaksaan juga ya.. trus kalo sudah dari kejaksaan sudah selasai atau ke samsat lagi
@hengkytandra,FALSE,Ada dua situs etle yaitu etle pmj id dan situs konfirmasi etle polri go id .... yang bener yg mana ???
@endangsupriya3072,FALSE,Nah kalau kita beli kendaraan bekas gimana kemana surat tsb di kirim
@kicaukan,FALSE,"Kalo saya stnk sampai terblokir, apa bisa bayarnya masih semurah itu?"
@HardyAr,FALSE,Kalo belom dikirim surat tilangnya gimana? Apa bisa langsung di selesaikan lewat online?
@alfarizqi2578,FALSE,"Saya sidang tgl 25 april , niat saya pengen gak ikut sidang pengadilan , biar di lempar ke kejaksaan jakbar aja .. kira"" gmn bang ? Soalnya dulu wktu masih jaman tilang di tempat , saya biasa bayarnya di kejaksaan .."
@ponidiponidi3829,FALSE,Klo blm di kirim surat gmn y
@rajaminrajamin1599,FALSE,Izin bertanya apa kode bayarnya valid sampai setelah sidang untuk bayarnya?
"PASTI BANYAK TERTANGKAP PIMPINAN PERUSAHAAN BUMN/D. YANG MELANGGAR UNDANG-UNDANG KETENAGAKERJAAN. NO. 13. TH. 2003.""",FALSE,Terima kasih buat infonya mas 🙏
@anggriajuliawan3292,848,Apa tidak kena denda kalo bayar pas sidangnya? Kan batas bayar yang d tentukan tuh 4 hari sebelum sidang (?)
Sengaja ane muter² kota pake sendal jepit,FALSE,"Kak nanya, saya dapat sms melakukan pelanggaran, yg harus dilakukan apa ya kak? Konfirmasi gitu?"
Bodolah mau ditilang elektronik di 100 titik juga gua ga peduli,FALSE,"kak izin nanya, itu yg bayar lewat tokped wktu selesai tgl sidang apa gmana?"
"Toh yang kena tilang temen gua 😘""",FALSE," @_fahrulardani5578  hari h sidang keluar. Nominalnya kak, baru bisa dibayar via toped"
@muhammadzennyikky0242,FALSE,jadwal sidangnya lihat dimana ya kak
@hbt1007,FALSE,"Sayya gk dapet surat,  tau tau pas perpanjang gk bisa,  d blokir"
@maskim5483,FALSE,Setelah 4 hari ga di byr itu gmn kalo udh dapat va
@supriyadi630,FALSE,Bang mau tanya kalau saya bayar sebelum tgl sidang apa bisa bang?
@muhammadchusni8010,FALSE,Mau tanya ka kalo bayar tilang titipan itu dimana ya?
Contohnya,FALSE,"Kak nanya dnk, aq kan sidangnya besok. Nah informasi biaya setelah sidang itu lewat online juga bisa tau? Dan buka ke situs apa suapaya kita bs bayar lewat online? Butuh info nya kak"
Apakah beliau juga akan kena tindakan hukum atau tidak,FALSE,Terus gimana bang soalnya sya juga ngalamin ​ @AkbarPutera-tl9rz 
@keppobanget3279,FALSE, @rafffssss9366  iya konfirmasi dengan mengisi data2 anda
@ihsankurniasani2430,TRUE, @Kohintextile  masih belom tau Nominal dendanya..
@qaishasalva9469,FALSE,Kak klo melanggar lampu lalu lintas verboden kena berapa ya ? Lebih baik lewatin jadwal aja y ga usah ikut sidang tgl 11 Jumat 2024 besok
@masamoh,FALSE,Kalo pelanggaran ngga pakai helm kena berapa yah denda nya
"Klo yg jln kota itu sy setuju di lmpu2 merah aj ga hrus keliling untuk mncari kssalhan org agar kna tilng electronik""",757,gue dpt kode briva tapii g tau kena denda berapa lewat mbanking itu gmna ya
@penjelajahruang,FALSE," @andisnurali3025  kode briva buat dana titipan 500k om,, mending bayar di tokped kayak om @dhanieka aja gak usah pake dana titipan"
@dani4232,FALSE,Kira kira kena berapa nga pakat sabuk pengaman
@gugunsanjaya319,757,@HelmiJohan-xe6xc  kurang tau klo itu om 😅
@Ampon-or6xv,FALSE,"@dhanieka1995 kalo kena etilang dan tidak segera dibayar banyak kerugiannya? Pertama tidak bisa bayar pajak tahunan maupun 5 tahun, gk bisa balik nama, mutasi dan lain-lain..."
@bgnocopyright23,FALSE,"Setelah konfirmasi di website, balasan dr sana nya kapan muncul? Dan diliat dimana?"
@siswantosis4267,FALSE,​ @wendimotolover  Cara liatnya gimana om
@siswantosis4267,FALSE,@KridstianChannel657  lihat apa om?
@zanime5726,757,dapat sms balik setelah konfirmasi itu berapa hari kak? saya blm masuk ini sudah 2 hari
@yustianpratama,FALSE,​ @meilawatiindahramadhani7050 sepertinya masuk melalui sms atau WA sesuai nomornya tetapi berapa hari masuknya beda2 kayaknya
@luckysaan,FALSE,Kk klo sdh byar d tokopedia. Bukti apa yg bisa kita serahkn ke kator polisisi. Apa lsg terkompirmasi kita sdh bayar
@HardyAr,757,Misal sidang tgl 28
@rigel3899,FALSE,https://www.youtube.com/watch?v=XhHkCJeORaA
@jitomojoagung914,FALSE,Q udah 1 bulan bln dpt blesan juga pdhl sudah konfirmasi
@mazori2837,FALSE,"3 hari yg lalu aku kena tilang persis kaya yg dividio itu. Kemarin udh buka link webnya dan udah tak isi juga, tapi kok belum dapet pesan yg isinya tanggal sidang, dll.🙏"
@r_dexer2823,FALSE,FALSE
@putrarahman7990,FALSE,"Atau barangkali ada yg berbaik hati, Saya mau tanya² via chat whatsapp/sosmed lainnya jg bisa?🙏"
@muhammadyaser6170,FALSE,​ @Muhammadbahrulmaarif lah saya malah gk bisa buka website nya gimana ini. Buka sana sini susah. Surat nya baru dateng
@muhammadyaser6170,FALSE,"Ane kena tilang tanggal 17 Oktober om, dan baru tau tadi karna ngecek di aplikasi, itu STNK langsung ke blokir apa gmn ya di karenakan saya blom konfirmasi juga si"
@ahmadmunir8853,FALSE,"Kak, izin tny, ini kan aku dpt surat etle tp mau konfirmasi web koq data not found yah, di data kejaksaan jg ga ada. Baiknya bgmn ya kak? Krn bingung jg sih"
@izzam2117,FALSE,​ @wendimotolover tokped itu toko pedia?
@ariybramasta9229,FALSE,@M.IlhamRohmad-bm2iv  iya om
@dashataran4101,FALSE,Untuk dapat jadwal sidang gimana caranya?
@babyblues7904,FALSE,@irfankurniawan3126  nunggu balasan buat tanggal sidangnya
@nurachman1991,FALSE,"Bang udah selesai belum,saya baru dapet etle dari WhatsApp soalnya,kalau sudah boleh tanya tanya tidak bang @Muhammadbahrulmaarif "
@MyVideoIndrajaya20437,FALSE,Kak kalu yang GK ada SIM gmn ngisi link nya​ @wendimotolover 
@cupesgaming2559,FALSE,Gimana caranya tau tanggal sidang
@srysubekti870,620,"@rahmadsuryaaffandi5362  dapat balasan sesuai di video om, ada tanggalnya"
@maulani1363,FALSE,"​ @wendimotolover ini gmn mas,setelah sidang ntar dpt sms/chat kah soal nomimal,dan apa ada kode buat bayar di tokped ?"
@andrisusanto2152,FALSE,bang kode bayar di tokpednya dapat dari mana ?
@mangibing22ibing24,FALSE,​ @wendimotolover gan apa nanti nominal denda nya sama antara yg byr dibriva dipotong kembalian dibandingkan dgn yg bayar pas sidang kejaksaan?
@yusufng4512,FALSE,"mas kasusnya sama nih, info step2 nya dong gmn​ @AkbarPutera-tl9rz "
Terlalu banyak peraturan.peraturan lebay banget.,FALSE,Berarti konfirmasi aja dlu y kak?
Coba kalau berani,FALSE,"Brrti setelah dapat balasan abaikan saja ya kak? Tunggu sampai tanggal sidang terlewat, misal hari ini sidang besok baru bayar gitu ya kak? Apakah begitu?"
PARA KORUPTOR DITANGKAPIN.,FALSE,"Kalo ga baca ini, mungkin pagi2 tadi saya uda berangkat ke kejaksaan. Terima kasih informasinya, sangat membantu"
"ITU BARU SAYA SALUT.""",FALSE,"Giman bng..udah beres blom, saya juga kena ini lewat jalur busway.wkkw​ @mirzabah1 "
@gokman2994,FALSE,"Mas sy baru byar kmren pas bayar pajak, plngaran lalu lintas 4x jadi 2juta, , gimna caranya mas, supaya GK terbayar mahal seperti itu"
"cari uang d Indonesia mudah kok!""",FALSE,Akhirnya bayar dihari H sidang atau lewat tgl sidang bang? ​ @mirzabah1 
@AlexanderPerfume,FALSE,"​ @syadidabrar8861  gua jg bang 4x, baru gua bayar 1kali"
@hengkytandra,FALSE,​ @wendimotolover cara bayar ditokped bagaimana om?
@kicaukan,TRUE,Ada dikolom komentar coba dicari om​ @Realman7682 
@hengkytandra,FALSE,Nah bang. Buat cek kena ny brapa itu gmna bang. Trus nunggu hasil sidang buat bayar ny dr mana liat ny bang 🙏
